BCBS_Name,Acronym
Unassigned,RTQ
Unassigned,RTR
Wellmark BCBS,RTS
Blue Cross Blue Shield of South Carolina,RTT
Blue Cross Blue Shield of Alabama,RTU
Premera Blue Cross,RTV
Anthem BCBS of Georgia,RTW
Unassigned,RTX
Unassigned,RTY
BCBS of Western New York,RTZ
Wellmark BCBS,RUA
Blue Cross Blue Shield of Texas,RUB
Anthem BCBS of Missouri,RUC
Wellmark BCBS,RUD
Blue Cross Blue Shield of Alabama,RUE
Wellmark BCBS,RUF
Horizon Blue Cross Blue Shield of New Jersey,RUG
Blue Cross Blue Shield of Minnesota,RUH
Unassigned,RUI
Premera Blue Cross,RUJ
Blue Cross Blue Shield of Kansas City,RUK
CareFirst BCBS,RUL
Blue Cross Blue Shield of Texas,RUM
Blue Cross Blue Shield of Illinois,RUN
Wellmark BCBS,RUO
Wellmark BCBS,RUP
Highmark BCBS of Pennsylvania,RUQ
Blue Cross Blue Shield of Massachusetts,RUR
Blue Cross Blue Shield of Massachusetts,RUS
Independence Blue Cross,RUT
CareFirst BCBS,RUU
Blue Cross Blue Shield of Illinois,RUV
Independence Blue Cross,RUW
CareFirst BCBS,RUX
CareFirst BCBS,RUY
Blue Cross Blue Shield of Illinois,RUZ
BCBS of Western New York,RVA
Blue Cross Blue Shield of South Carolina,RVB
Blue Cross Blue Shield of Illinois,RVC
BCBS of Western New York,RVD
BCBS of Illinois,RVE
Blue Cross Blue Shield of Alabama,RVF
Blue Cross of California,RVG
CareFirst BCBS,RVH
Wellmark BCBS,RVI
Wellmark BCBS,RVJ
Unassigned,RVK
Anthem BCBS of Georgia,RVL
Blue Cross Blue Shield of Minnesota,RVM
Blue Cross Blue Shield of Nebraska,RVN
Blue Shield of California,RVO
Blue Cross of California,RVP
Blue Cross of California,RVQ
Premera Blue Cross,RVR
Blue Cross of California,RVS
Blue Shield of California,RVT
Wellmark BCBS,RVU
Blue Cross Blue Shield of Illinois,RVV
BCBS of Massachusetts,RVW
Anthem BCBS of Kentucky,RVX
Blue Cross of California,RVY
Empire Blue Cross Blue Shield,RVZ
Blue Cross Blue Shield of Texas,RWA
Empire Blue Cross Blue Shield,RWB
Independence Blue Cross,RWC
BCBS of Western New York,RWD
Unassigned,RWE
CareFirst BCBS,RWF
Regence Blue Cross Blue Shield of Oregon,RWG
Anthem BCBS of Connecticut,RWH
Blue Cross Blue Shield of Minnesota,RWI
Anthem BCBS of Missouri,RWJ
CareFirst BCBS,RWK
Blue Cross Blue Shield of Massachusetts,RWL
Horizon Blue Cross Blue Shield of New Jersey,RWM
Unassigned,RWN
Highmark BCBS of Pennsylvania,RWO
Blue Cross of California,RWP
Unassigned,RWQ
Wellmark BCBS,RWR
Blue Cross Blue Shield of Minnesota,RWS
Anthem BCBS of Missouri,RWT
Anthem BCBS of Missouri,RWU
Anthem BCBS of Missouri,RWV
Blue Shield of California,RWW
Horizon Blue Cross Blue Shield of New Jersey,RWX
Horizon Blue Cross Blue Shield of New Jersey,RWY
Anthem BCBS of Kentucky,RWZ
Blue Cross Blue Shield of Texas,RXA
Blue Cross Blue Shield of Texas,RXB
Blue Cross Blue Shield of Texas,RXC
Blue Cross Blue Shield of Texas,RXD
Blue Cross Blue Shield of Illinois,RXE
Regence Blue Cross Blue Shield of Oregon,RXF
Anthem BCBS of Connecticut,RXG
Highmark BCBS of Pennsylvania,RXH
Blue Cross Blue Shield of Alabama,RXI
Unassigned,RXJ
Blue Cross Blue Shield of Illinois,RXK
Blue Cross of California,RXL
Highmark BCBS of Pennsylvania,RXM
Blue Cross Blue Shield of Texas,RXN
Blue Cross of California,RXO
Blue Cross Blue Shield of Minnesota,RXP
Wellmark BCBS,RXQ
Horizon Blue Cross Blue Shield of New Jersey,RXR
Anthem BCBS of Ohio,RXS
Blue Cross Blue Shield of Michigan,RXT
Anthem BCBS of New Hampshire,RXU
CareFirst BCBS,RXV
Capital BlueCross,RXW
Blue Cross Blue Shield of Illinois,RXX
Unassigned,RXY
Blue Cross Blue Shield of Massachusetts,RXZ
Blue Cross Blue Shield of Minnesota,RYA
Independence Blue Cross,RYB
Excellus BCBS,RYC
Blue Cross Blue Shield of Illinois,RYD
Anthem BCBS of Connecticut,RYE
Blue Cross Blue Shield of Illinois,RYF
Anthem BCBS of Ohio,RYG
Blue Cross of Idaho,RYH
Regence Blue Cross Blue Shield of Oregon,RYI
