BCBS_Name,Acronym
BCBS of Florida,TTJ
BCBS of Arizona,TTK
Anthem BCBS of Ohio,TTL
Anthem BCBS of Ohio,TTM
Anthem BCBS of Ohio,TTN
Unassigned Prefix,TTO
Carefirst BCBS,TTP
Anthem Blue Cross of California,TTQ
BCBS of Michigan,TTR
Anthem BCBS of Virginia,TTS
Unassigned Prefix,TTT
BCBS of Mississippi,TTU
Wellmark BCBS,TTV
BCBS of Georgia,TTW
BCBS of Massachusetts,TTX
Anthem BCBS of Ohio,TTY
Anthem BCBS of Ohio,TTZ
Capital Blue Cross,TUA
BCBS of Illinois,TUB
Anthem BCBS of Ohio,TUC
Unassigned Prefix,TUD
Highmark BCBS,TUE
BCBS of Illinois,TUF
Premera Blue Cross,TUG
Carefirst BCBS,TUH
Regence BCBS,TUI
Carefirst BCBS,TUJ
BCBS of Illinois,TUK
Horizon BCBS of New Jersey,TUL
Anthem BCBS of Ohio,TUM
BCBS of Alabama,TUN
BCBS of Tennessee,TUO
Anthem BCBS of Wisconsin,TUP
Unassigned Prefix,TUQ
Empire BCBS of New York,TUR
BCBS of Texas,TUS
BCBS of Illinois,TUT
Horizon BCBS of New Jersey,TUU
Horizon BCBS of New Jersey,TUV
Unassigned Prefix,TUW
BCBS of Illinois,TUX
BCBS of Michigan,TUY
Anthem BCBS of Ohio,TUZ
BCBS of Tennessee,TVA
Unassigned Prefix,TVB
BCBS of Massachusetts,TVC
BCBS of Nebraska,TVD
Wellmark BCBS,TVE
Regence BCBS of Washington,TVF
Anthem BCBS of Missouri,TVG
BCBS of Illinois,TVH
BCBS of Tennessee,TVI
BCBS of Minnesota,TVJ
Carefirst Administrators,TVK
Anthem BCBS of Virginia,TVL
Anthem BCBS of Virginia,TVM
BCBS of Georgia,TVN
BCBS of Tennessee,TVO
Blue Shield of California,TVP
Anthem BCBS of Ohio,TVQ
Regence Blue Shield of Washington,TVR
BCBS of Tennessee,TVS
BCBS of Minnesota,TVT
BCBS of Michigan,TVU
Horizon BCBS of New Jersey,TVV
BCBS of Minnesota,TVW
Unassigned Prefix,TVX
Wellmark BCBS,TVY
Regence BCBS,TVZ
BCBS of Georgia,TWA
BCBS of Minnesota,TWB
BCBS of Illinois,TWC
Highmark BCBS,TWD
BCBS of Massachusetts,TWE
Horizon BCBS of New Jersey,TWF
BCBS of North Carolina,TWG
Blue Shield of California,TWH
Regence BCBS of Washington,TWI
BCBS of Western New York,TWJ
Anthem BCBS of Ohio,TWK
BCBS of Alabama,TWL
Anthem Blue Cross of California,TWM
Regence Blue Cross Blue Shield of Oregon,TWN
Independence Blue Cross,TWO
Horizon BCBS of New Jersey,TWP
Empire BCBS of New York,TWQ
Anthem Blue Cross of California,TWR
Independence Blue Cross,TWS
Carefirst BCBS,TWT
Anthem BCBS of Ohio,TWU
BCBS of Illinois,TWV
Anthem BCBS of Ohio,TWW
BCBS of Texas,TWX
BCBS of Western New York,TWY
Regence BCBS,TWZ
BCBS of Illinois,TXA
BCBS of Illinois,TXB
BCBS of Alabama,TXC
BCBS of Texas,TXD
Unassigned Prefix,TXE
BCBS of Illinois,TXF
BCBS of Tennessee,TXG
Anthem BCBS of Maine,TXH
Unassigned Prefix,TXI
Anthem BCBS of Nevada,TXJ
Unassigned Prefix,TXK
BCBS of Illinois,TXL
Anthem BCBS of Ohio,TXM
BCBS of Michigan,TXN
Blue Shield of California,TXO
Premera Blue Cross,TXP
Blue Shield of California,TXQ
BCBS of Texas,TXR
BCBS of Texas,TXS
BCBS of Massachusetts,TXT
BCBS of Western New York,TXU
BCBS of Tennessee,TXV
BCBS of Texas,TXW
BCBS of Massachusetts,TXX
Unassigned Prefix,TXY
BCBS of Tennessee,TXZ
Premera Blue Cross,TYA
Blue Shield of California,TYB
Anthem Blue Cross of California,TYC
Unassigned Prefix,TYD
Unassigned Prefix,TYE
Anthem BCBS of Ohio,TYF
BCBS of Arkansas Blue Advantage,TYG
Unassigned Prefix,TYH
Wellmark BCBS,TYI
Anthem BCBS of Wisconsin,TYJ
Anthem BCBS of Ohio,TYK
BCBS of Texas,TYL
BCBS of South Carolina,TYM
Horizon BCBS of New Jersey,TYN
BCBS of Western New York,TYO
Wellmark BCBS,TYP
Carefirst BCBS,TYQ
Premera Blue Cross,TYR
Unassigned Prefix,TYS
BCBS of Illinois,TYT
Carefirst Administrators,TYU
Anthem BCBS of Wisconsin,TYV
BCBS of Arizona,TYW
Anthem BCBS of Ohio,TYX
BCBS of Texas,TYY
BCBS of Arkansas - Health Advantage,TYZ
BCBS of Illinois,TZA
Highmark BCBS,TZB
BCBS of Illinois,TZC
Anthem BCBS of Ohio,TZD
BCBS of Illinois,TZE
Horizon BCBS of New Jersey,TZF
Blue Shield of California,TZG
Unassigned Prefix,TZH
Empire BCBS of New York,TZI
BCBS of Illinois,TZJ
Unassigned Prefix,TZK
Highmark BCBS,TZL
Anthem Blue Cross of California,TZM
Anthem BCBS of Ohio,TZN
Anthem Blue Cross of California,TZO
Regence Blue Cross Blue Shield of Utah,TZP
Anthem BCBS of Ohio,TZQ
BCBS of Illinois,TZR
Premera Blue Cross,TZS
BCBS of Arkansas,TZT
Highmark BCBS,TZU
BCBS of Georgia,TZV
Highmark BCBS,TZW
Anthem BCBS of Colorado,TZX
Highmark BCBS,TZY
Anthem Blue Cross of California,TZZ
