BCBS_Name,Acronym
Anthem BCBS of Ohio,UWL
CareFirst BCBS,UWM
Blue Cross Blue Shield of Illinois,UWN
Anthem BCBS of Ohio,UWO
Blue Cross Blue Shield of Rhode Island,UWP
Empire Blue Cross Blue Shield,UWQ
Anthem BCBS of Ohio,UWR
Blue Cross Blue Shield of Michigan,UWS
Horizon Blue Cross Blue Shield of New Jersey,UWT
BCBS of Tennessee,UWU
Blue Shield of California,UWV
Blue Cross Blue Shield of Michigan,UWW
Blue Cross Blue Shield of Rhode Island,UWX
Anthem BCBS of Ohio,UWY
BCBS of Florida,UWZ
CareFirst BCBS,UXA
Blue Cross Blue Shield of Alabama,UXB
Blue Cross of California,UXC
Blue Cross Blue Shield of South Carolina,UXD
BCBS of Tennessee,UXE
Blue Cross of California,UXF
Blue Cross Blue Shield of Michigan,UXG
Wellmark BCBS,UXH
Horizon Blue Cross Blue Shield of New Jersey,UXI
Blue Cross Blue Shield of Illinois,UXJ
Highmark BCBS of Pennsylvania,UXK
Highmark BCBS of Pennsylvania,UXL
Blue Cross Blue Shield of Illinois,UXM
Blue Shield of California,UXN
Blue Cross Blue Shield of Michigan,UXO
Blue Cross Blue Shield of North Carolina,UXP
Anthem BCBS of Missouri,UXQ
Wellmark BCBS,UXR
Premera Blue Cross,UXS
Blue Cross Blue Shield of Georgia,UXT
Blue Cross Blue Shield of Illinois,UXU
Anthem BCBS of Missouri,UXV
Horizon Blue Cross Blue Shield of New Jersey,UXW
Blue Cross Blue Shield of Michigan,UXX
Anthem BCBS of Missouri,UXY
Anthem BCBS of Missouri,UXZ
Blue Cross Blue Shield of Illinois,UYA
Anthem BCBS of Indiana,UYB
Empire Blue Cross Blue Shield,UYC
Unassigned,UYD
Blue Cross Blue Shield of Massachusetts,UYE
Blue Cross of California,UYF
Anthem BCBS of Virginia,UYG
Anthem BCBS of Ohio,UYH
Blue Cross Blue Shield of Michigan,UYI
Regence Blue Cross Blue Shield of Utah,UYJ
Blue Cross of California,UYK
Blue Cross Blue Shield of Illinois,UYL
CareFirst BCBS,UYM
Blue Cross Blue Shield of South Carolina,UYN
Blue Cross Blue Shield of Georgia,UYO
Unassigned,UYP
Blue Cross Blue Shield of Louisiana,UYQ
