BCBS_Name,Acronym
Blue Cross Blue Shield of Kansas City,GPS
BCBS of Alabama,GPT
Independence Blue Cross,GPU
CareFirst BCBS,GPV
Anthem BCBS of Ohio,GPW
Blue Cross Blue Shield of Illinois,GPX
CareFirst BCBS,GPY
Blue Cross Blue Shield of South Carolina,GPZ
Regence Blue Cross Blue Shield of Oregon,GQA
Blue Cross Blue Shield of South Carolina,GQB
Anthem Blue Cross of California,GQC
Blue Cross Blue Shield of Georgia,GQD
Anthem BCBS of Virginia,GQE
Anthem Blue Cross of California,GQF
Blue Cross Blue Shield of South Carolina,GQG
Anthem BCBS of Ohio,GQH
Blue Cross Blue Shield of South Carolina,GQI
Premera Blue Cross,GQJ
Blue Cross Blue Shield of Massachusetts,GQK
Premera Blue Cross,GQL
CareFirst BCBS,GQM
Premera Blue Cross,GQN
Unassigned,GQO
Anthem BCBS of Wisconsin,GQP
Unassigned,GQQ
Blue Cross Blue Shield of South Carolina,GQR
Regence Blue Cross Blue Shield of Oregon,GQS
Blue Cross Blue Shield of South Carolina,GQT
Anthem Blue Cross of California,GQU
Anthem Blue Cross of California,GQV
Highmark BCBS of Pennsylvania,GQW
Blue Shield of Northeastern New York,GQX
CareFirst BCBS,GQY
Anthem BCBS of Ohio,GQZ
Anthem Blue Cross of California,GRA
Anthem Blue Cross of California,GRB
Blue Cross Blue Shield of Minnesota,GRC
Anthem BCBS of Ohio,GRD
Wellmark BCBS,GRE
Blue Cross Blue Shield of Illinois,GRF
CareFirst BCBS,GRG
Blue Cross Blue Shield of Massachusetts,GRH
BCBS of Tennessee,GRI
BCBS of Alabama,GRJ
BCBS of Alabama,GRK
Unassigned,GRL
Wellmark BCBS,GRM
Blue Cross Blue Shield of Illinois,GRN
Blue Cross Blue Shield of Nebraska,GRO
Blue Cross Blue Shield of Minnesota,GRP
BCBS of Tennessee,GRQ
Highmark BCBS of Pennsylvania,GRR
Blue Cross Blue Shield of Massachusetts,GRS
Anthem BCBS of Ohio,GRT
Anthem BCBS of Ohio,GRU
Blue Cross Blue Shield of Michigan,GRV
Blue Cross Blue Shield of Illinois,GRW
Wellmark BCBS,GRX
Anthem BCBS of Ohio,GRY
Wellmark BCBS,GRZ
Blue Cross Blue Shield of Texas,GSA
BCBS of Western New York,GSB
Highmark BCBS of Pennsylvania,GSC
Blue Cross Blue Shield of South Carolina,GSD
BCBS of Western New York,GSE
BCBS of Alabama,GSF
